Fundo,CNPJ,Cota/Classe,Tipo,Data deliberação,Data emissão / 1ª integralização,Data encerramento/oferta,Quantidade,Volume,VNU,Remuneração,Juros/remuneração,Amortização principal,Status/evidência,Fonte,Status curadoria
Mercado Crédito Merchant Fundo de Investimento em Direitos Creditórios,28.472.333/0001-32,Cotas Seniores,Sênior,13/04/2023 18:00,Não identificada na extração offline,,,,,"Gestora aditarão todos os contratos vigentes envolvendo o Fundo, conforme aplicável, para que a Nova Gestora passe a figurar como instituição gestora e, quando for o caso, representante legal do Fundo, a partir da Data de Transferência (exclusive); (vii) após a Data de Transferência, a Nova Gestora fará jus à mesma remuneração atribuída à Gestora na qualidade de gestora do Fundo, sem qualquer acrescimento de encargo…","Gestora aditarão todos os contratos vigentes envolvendo o Fundo, conforme aplicável, para que a Nova Gestora passe a figurar como instituição gestora e, quando for o caso, representante legal do Fundo, a partir da Data de Transferência (exclusive); (vii) após a Data de Transferência, a Nova Gestora fará jus à mesma remuneração atribuída à Gestora na qualidade de gestora do Fundo, sem qualquer acrescimento de encargo…","Cotas ......................................................................................................................................................................................... 29 Subscrição, Integralização e Valor das Cotas ............................................................................. 32 Amortização e Resgate das Cotas ..................................................................…",evento de cota,444985_assembleia_assembleia_444985_2023-04-13.pdf · ID 444985 · 13/04/2023 18:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
Mercado Crédito Merchant Fundo de Investimento em Direitos Creditórios,28.472.333/0001-32,Cotas Seniores,Sênior,19/04/2023,Não identificada na extração offline,,,,,".............................................12 Administradora ................................................................................................................................................................ 19 Obrigações, Vedações e Responsabilidades da Administradora ............................. 19 Remuneração da Administradora ......................................................................…",".............................................12 Administradora ................................................................................................................................................................ 19 Obrigações, Vedações e Responsabilidades da Administradora ............................. 19 Remuneração da Administradora ......................................................................…","Cotas ......................................................................................................................................................................................... 30 Subscrição, Integralização e Valor das Cotas ............................................................................. 33 Amortização e Resgate das Cotas ..................................................................…",evento de cota,448299_regulamento_regulamento_448299_2023-04-19.pdf · ID 448299 · 19/04/2023,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,Cotas Seniores na forma do Suplemento constante no Anexo II da p,Sênior,13/08/2021 16:00,Não identificada na extração offline,,,"R$ 100.000.00,00",,"ento do Fundo, para incluir novas atividades cuja responsabilidade é da Gestora; b) alteração do Capítulo 10 do Regulamento do Fundo, para definição da Relação Mínima de Subordinação, entre outros pequenos ajustes de redação; c) alteração do Capítulo 12 do Regulamento do Fundo, para prever a constituição de Reserva de Remuneração Sênior e regras de amortização extraordinária de Cotas ; d) alteração do Capítulo 13 do…","ento do Fundo, para incluir novas atividades cuja responsabilidade é da Gestora; b) alteração do Capítulo 10 do Regulamento do Fundo, para definição da Relação Mínima de Subordinação, entre outros pequenos ajustes de redação; c) alteração do Capítulo 12 do Regulamento do Fundo, para prever a constituição de Reserva de Remuneração Sênior e regras de amortização extraordinária de Cotas ; d) alteração do Capítulo 13 do…","as atividades cuja responsabilidade é da Gestora; b) alteração do Capítulo 10 do Regulamento do Fundo, para definição da Relação Mínima de Subordinação, entre outros pequenos ajustes de redação; c) alteração do Capítulo 12 do Regulamento do Fundo, para prever a constituição de Reserva de Remuneração Sênior e regras de amortização extraordinária de Cotas ; d) alteração do Capítulo 13 do Regulamento do Fundo, para atu…",evento de cota,211844_assembleia_assembleia_211844_2021-08-13.pdf · ID 211844 · 13/08/2021 16:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,Cotas Seniores referente à Segunda Série de Cotas Seniores do Fu,Sênior,30/08/2023 09:00,Não identificada na extração offline,,,"R$ 1.000,00",,,,,evento de cota,519065_assembleia_assembleia_519065_2023-08-30.pdf · ID 519065 · 30/08/2023 09:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,Cotas Seniores da Segunda Série do Fundo,Sênior,03/09/2024 11:00,Não identificada na extração offline,,,"R$ 1.000,00",,"oeda corrente nacional, pelo valor nominal unitário. Sendo, R$ 50.00 0.000,00 (cinquenta milhões de reais) integralizados no ato de subscrição e duas tranches de R$ 15.000.000,00 (quinze milhões de reais) cada, a serem integralizadas nas datas indicadas no Boletim de Subscrição assinado pelo investidor. III. Meta de Remuneração: a Meta de Remuneração será equivalente ao Benchmark abaixo determinado: Docusign Envelop…","oeda corrente nacional, pelo valor nominal unitário. Sendo, R$ 50.00 0.000,00 (cinquenta milhões de reais) integralizados no ato de subscrição e duas tranches de R$ 15.000.000,00 (quinze milhões de reais) cada, a serem integralizadas nas datas indicadas no Boletim de Subscrição assinado pelo investidor. III. Meta de Remuneração: a Meta de Remuneração será equivalente ao Benchmark abaixo determinado: Docusign Envelop…","ão positiva do CDI, acrescida de um spread de 4,5% a.a. (quatro inteiros e cinco décimos por cento) ao ano, sendo certo que os benchmarks previstos nos itens (i) e (ii) acima são alternativos e não serão, em hipótese nenhuma, buscados pelo Fundo ou aplicados sobre as Cotas Seniores de forma cumulativa. IV. Condições de Amortização e Resgate: Exceto caso caracterizado um Evento de Aceleração das Cotas Seniores, hipót…",evento de cota,749010_assembleia_assembleia_749010_2024-09-03.pdf · ID 749010 · 03/09/2024 11:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,Cotas Seniores,Sênior,30/04/2025 13:00,Não identificada na extração offline,,,"R$ 1.000,00",,"de capital a serem realizadas pelo Administrador, nos termos dos respectivos Compromissos de Investimento, Boletins de Subscrição e do Regulamento , conforme o caso. VI. Prazo de Distribuição: 180 (cento e oitenta) dias; Docusign Envelope ID: FF596E89-E6A4-48B1-86DB-2B76413BA247 2 Internal Use Only VII. Meta de Remuneração: a Meta de Remuneração Sênior será correspondente a 100% da Taxa DI acrescida de “spread” de 3…","de capital a serem realizadas pelo Administrador, nos termos dos respectivos Compromissos de Investimento, Boletins de Subscrição e do Regulamento , conforme o caso. VI. Prazo de Distribuição: 180 (cento e oitenta) dias; Docusign Envelope ID: FF596E89-E6A4-48B1-86DB-2B76413BA247 2 Internal Use Only VII. Meta de Remuneração: a Meta de Remuneração Sênior será correspondente a 100% da Taxa DI acrescida de “spread” de 3…","va emissão, as quais serão objeto de colocação privada, sem intermediação de instituição financeira integrante do sistema brasileiro de distribuição de valores mobiliários, cujos termos e condições são descritos no Regulamento e no Apêndice constante do Anexo B à presente ata de assembleia; e (iii) ato subsequente, a amortização extraordinária da totalidade da 2ª (segunda) série de Cotas Seniores; de forma que, após…",evento de cota,914383_assembleia_assembleia_914383_2025-04-30.pdf · ID 914383 · 30/04/2025 13:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
MERCADO CRÉDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,33.254.370/0001-04,Cotas Seniores,Sênior,03/03/2026 13:00,Não identificada na extração offline,,,"R$ 1.000,00",,"das pela Administradora, conforme orientação da Gestora em alinhamento com o Mercado Pago, nos termos dos respectivos Compromissos de Investimento, Boletins de Subscrição , do Apêndice da Subclasse Sênior e do Regulamento, conforme o caso. Docusign Envelope ID: C734C7B4-F58D-4EB0-92FC-FCC07825E238 2 VII. Meta de Remuneração : A Meta de Remuneração Sênior será correspondente a 100% (cem por cento) da Taxa DI acrescid…","das pela Administradora, conforme orientação da Gestora em alinhamento com o Mercado Pago, nos termos dos respectivos Compromissos de Investimento, Boletins de Subscrição , do Apêndice da Subclasse Sênior e do Regulamento, conforme o caso. Docusign Envelope ID: C734C7B4-F58D-4EB0-92FC-FCC07825E238 2 VII. Meta de Remuneração : A Meta de Remuneração Sênior será correspondente a 100% (cem por cento) da Taxa DI acrescid…","b forma de capitalização composta, com base em um ano de 252 (duzentos e cinquenta e dois) Dias Úteis da Meta de Remuneração. VIII. Remuneração Sênior: A Remuneração Sênior será paga pelo período de 36 (trinta e seis) meses, em cada Data de Pagamento prevista na tabela do item IX abaixo. IX. Período de Carência de Amortização Sênior: Durante os primeiros 18 (dezoito) meses após a 1ª (primeira) integralização de Cota…",evento de cota,1128337_assembleia_assembleia_1128337_2026-03-03.pdf · ID 1128337 · 03/03/2026 13:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,cotas seniores,Sênior,02/06/2021 17:00,Não identificada na extração offline,,,,,"te quaisquer medidas adotadas os recursos do Fundo poderão ser insuficientes para pagar parte ou a totalidade dos rendimentos aos cotist as. Os cedentes, o custodiante, a gestora, o Fundo e a Administradora não prometem ou asseguram rentabilidade aos cotistas. (ii) Rentabilidade dos ativos financeiros inferior à meta de remuneração das cotas seniores e das cotas subordinadas. A parcela do patrimônio do Fundo não apl…","te quaisquer medidas adotadas os recursos do Fundo poderão ser insuficientes para pagar parte ou a totalidade dos rendimentos aos cotist as. Os cedentes, o custodiante, a gestora, o Fundo e a Administradora não prometem ou asseguram rentabilidade aos cotistas. (ii) Rentabilidade dos ativos financeiros inferior à meta de remuneração das cotas seniores e das cotas subordinadas. A parcela do patrimônio do Fundo não apl…","as parcelas referentes a cada contrato de empréstimo deverão ser cedidas ao Fundo simultaneamente; v) tenham como parte devedores solidários; e vi) considerando pro forma a aquisição dos direitos creditórios, o valor das disponibilidades deverá ser maior ou igual à soma da reserva de encargos e despesas e da reserva da amortização. (b) quando representados por contratos de empréstimos com cedentes bancos: i) contenh…",evento de cota,181768_assembleia_assembleia_181768_2021-06-02.pdf · ID 181768 · 02/06/2021 17:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,cotas subordinadas junior 761,Subordinada,03/06/2022 11:00,Não identificada na extração offline,,,,,"quaisquer medidas adotadas os recursos do Fundo poderão ser insuficientes para pagar parte ou a totalidade do s rendimentos aos cotistas. O s cedentes, o cus todiante, a gestora, o Fundo e a administradora não prometem ou asseguram rentabilidade aos cotistas. (ii) Rentabilidade dos ativos financeiros inferior à meta de remuneração das cotas seniores e das cotas subordinadas. A parcela do patrimônio do Fundo não apli…","quaisquer medidas adotadas os recursos do Fundo poderão ser insuficientes para pagar parte ou a totalidade do s rendimentos aos cotistas. O s cedentes, o cus todiante, a gestora, o Fundo e a administradora não prometem ou asseguram rentabilidade aos cotistas. (ii) Rentabilidade dos ativos financeiros inferior à meta de remuneração das cotas seniores e das cotas subordinadas. A parcela do patrimônio do Fundo não apli…","de 188,0489 cotas - Subordinadas mezanino B 168 - (+) Integralização de 11.250.000,0000 cotas - Seniores A - 11.250 (+) Integralização 1.604,1850 cotas - Subordinadas mezanino B - 1.601 (+) Integralização de 2.400.000,0000 cotas - Subordinadas junior - 2.400 Cotas amortizadas no exercício/período 10.a (969) (212) (-) Amortização de cotas - Seniores A (969) (212) Custos diretamente relacionados a emissão de cotas - (…",evento de cota,311826_assembleia_assembleia_311826_2022-06-03.pdf · ID 311826 · 03/06/2022 11:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,Cotas Seniores e das Cotas,Sênior,14/02/2023 18:00,Não identificada na extração offline,,,,,"“Declaração CVM 849”, “Direitos Creditórios – Produto Gestão”, “Direitos Creditórios – Produto Repasse Mensal”, “Índice de Performance de Garantia”, “Instrução CVM 476”, “Instrução CVM 539”, “Novas Carteiras”, “Programa de Crédito Estudantil PRAVALER”, “Razão de Integralização das Cotas Subordinadas”, “Relação Mínima”, “Remuneração”, “Suplementos”; (x) inclusão da definição de “Arquivo de Oferta de Direitos Creditór…","“Declaração CVM 849”, “Direitos Creditórios – Produto Gestão”, “Direitos Creditórios – Produto Repasse Mensal”, “Índice de Performance de Garantia”, “Instrução CVM 476”, “Instrução CVM 539”, “Novas Carteiras”, “Programa de Crédito Estudantil PRAVALER”, “Razão de Integralização das Cotas Subordinadas”, “Relação Mínima”, “Remuneração”, “Suplementos”; (x) inclusão da definição de “Arquivo de Oferta de Direitos Creditór…","utorizar o Administrador a adotar as medidas necessárias de modo a refletir as matérias acima, caso aprovadas. 6. DELIBERAÇÕES: A totalidade dos Cotistas Seniores, dos Cotistas Subordinados A e dos Cotistas Subordinados B deliberaram por aprovar, sem quaisquer reservas ou restrições, as seguintes matérias: (i) a amortização da totalidade das Cotas Seniores e das Cotas Subordinadas A e o seu consequente resgate. O pa…",evento de cota,417669_assembleia_assembleia_417669_2023-02-14.pdf · ID 417669 · 14/02/2023 18:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,Cotas Seniores,Sênior,21/09/2023 09:00,Não identificada na extração offline,,,,,"As Cotas Seniores III não poderão ser resgatadas até o término de seu Prazo de Duração. Datas de Pagamento: Toda Data de Aniversário, a contar do 1º (primeiro) mês subsequente ao mês da 1ª (primeira) Data de Integralização das Cotas Seniores III (inclusive). Taxa Sênior III: As Cotas Seniores III possuem a meta de remuneração correspondente à Taxa DI acrescida de um spread de 3,95% a.a. ( três inteiros e noventa e c…","As Cotas Seniores III não poderão ser resgatadas até o término de seu Prazo de Duração. Datas de Pagamento: Toda Data de Aniversário, a contar do 1º (primeiro) mês subsequente ao mês da 1ª (primeira) Data de Integralização das Cotas Seniores III (inclusive). Taxa Sênior III: As Cotas Seniores III possuem a meta de remuneração correspondente à Taxa DI acrescida de um spread de 3,95% a.a. ( três inteiros e noventa e c…",": (i) a alteração (a) do Capítulo 17 do Regulamento, mediante a criação do novo item 17.6 (e respectivos subitens), com vistas a prever a criação das Cotas Seniores III, as quais não se subordinam às Cotas Seniores I, às Cotas Seniores II, às Cotas Subordinadas Mezanino e às Cotas Subordinadas Juniores para efeito de amortização, resgate e distribuição dos rendimentos da Carteira, e (b) consequentemente, a atualizaç…",evento de cota,526619_assembleia_assembleia_526619_2023-09-21.pdf · ID 526619 · 21/09/2023 09:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
