Fundo,CNPJ,Data,Classe/Série,Evento,Volume,Remuneração,Amortização/Vencimento,Fonte
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,,Cotas Subordinadas Júnior,evento de cota,"R$65.000.000,00","cesso de Retorno Mínimo da Emissão. 10 (19) Parâmetros abaixo referentes a cada série e/ou classe de Cotas Seniores e Cotas Subordinadas Mezanino, conforme o caso, bem como suas consolidações por séries e/ou classes, referentes à próxima Data de Pagamento: i. Meta de Amortização de Principal; ii. Meta de Remuneração; iii. Meta de PMT; e iv. Razão de Subordinação Sênior (i) certificar-se que os Direitos Creditórios o…","devido à presença de 100% (cem por cento) dos Cotistas. 3. PRESENÇA: Presentes a totalidade dos Cotistas das Cotas em circulação do Fundo. 4. MESA: Rafael Piva – Presidente; e Lucas Mattos – Secretário. 5. ORDEM DO DIA: Deliberar sobre: (i) observada a Condição Precedente 1 (conforme abaixo definido), aprovar a amortização extraordinária de Cotas Subordinadas Júnior até o limite de 5,5% (cinco inteiros e cinco décim…",751179_assembleia_assembleia_751179_2024-10-03.pdf
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,,,evento de cota,,"cesso de Retorno Mínimo da Emissão. 10 (19) Parâmetros abaixo referentes a cada série e/ou classe de Cotas Seniores e Cotas Subordinadas Mezanino, conforme o caso, bem como suas consolidações por séries e/ou classes, referentes à próxima Data de Pagamento: i. Meta de Amortização de Principal; ii. Meta de Remuneração; iii. Meta de PMT; e iv. Razão de Subordinação Sênior (i) certificar-se que os Direitos Creditórios o…","(17) Índice de Cobertura; e (18) Excesso de Retorno Mínimo da Emissão. 10 (19) Parâmetros abaixo referentes a cada série e/ou classe de Cotas Seniores e Cotas Subordinadas Mezanino, conforme o caso, bem como suas consolidações por séries e/ou classes, referentes à próxima Data de Pagamento: i. Meta de Amortização de Principal; ii. Meta de Remuneração; iii. Meta de PMT; e iv. Razão de Subordinação Sênior (i) certific…",751184_regulamento_regulamento_751184_2024-10-03.pdf
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,,Cotas Seniores,evento de cota,"R$ 19.000,00","Fundo; (16)Razão de Subordinação Sênior; e (17)Excesso de Retorno Mínimo da Emissão. (18)Parâmetros abaixo referentes a cada série e/ou subclasse de Cotas Seniores, conforme o caso, bem como suas consolidações por séries e/ou subclasses, referentes à próxima Data de Pagamento: i.Meta de Amortização de Principal; ii.Meta de Remuneração; iii.Meta de PMT; e iv.Razão de Subordinação Sênior; 8 (j) (k) (l) (m) (n) (o) (p)…","cada série ou subclasse de Cotas do Fundo; (16)Razão de Subordinação Sênior; e (17)Excesso de Retorno Mínimo da Emissão. (18)Parâmetros abaixo referentes a cada série e/ou subclasse de Cotas Seniores, conforme o caso, bem como suas consolidações por séries e/ou subclasses, referentes à próxima Data de Pagamento: i.Meta de Amortização de Principal; ii.Meta de Remuneração; iii.Meta de PMT; e iv.Razão de Subordinação S…",792777_regulamento_regulamento_792777_2024-11-29.pdf
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,,1ª série,evento de cota,"R$0,00","r cento) dos Cotistas, conforme lista de presença anexa à presente ata, arquivada pela Administradora (no Anexo I). 3. PRESENÇA: Presentes a totalidade dos Cotistas das Cotas em circulação do Fundo. 4. MESA: Rafael Piva Presidente; e Pedro Sérgio Oliveira Dias Secretário. 5. ORDEM DO DIA: Deliberar sobre: a) a alteração do benchmark e do regime amortização da 1ª emissão de cotas seniores da 1ª série e da 1ª emissão…","conforme lista de presença anexa à presente ata, arquivada pela Administradora (no Anexo I). 3. PRESENÇA: Presentes a totalidade dos Cotistas das Cotas em circulação do Fundo. 4. MESA: Rafael Piva Presidente; e Pedro Sérgio Oliveira Dias Secretário. 5. ORDEM DO DIA: Deliberar sobre: a) a alteração do benchmark e do regime amortização da 1ª emissão de cotas seniores da 1ª série e da 1ª emissão de cotas seniores da 2ª…",824837_assembleia_assembleia_824837_2025-01-21.pdf
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,,,evento de cota,,"e Subordinação Sênior; e (17) Excesso de Retorno Mínimo da Emissão. (18) Parâmetros abaixo referentes a cada série e/ou subclasse de Cotas Seniores, conforme o caso, bem como suas consolidações por séries e/ou subclasses, referentes à próxima Data de Pagamento: i. Meta de Amortização de Principal; ii. Meta de Remuneração; iii. Meta de PMT; e iv. Razão de Subordinação Sênior; 8 (j) certificar-se que os Direitos Credi…","classe de Cotas do Fundo; (16) Razão de Subordinação Sênior; e (17) Excesso de Retorno Mínimo da Emissão. (18) Parâmetros abaixo referentes a cada série e/ou subclasse de Cotas Seniores, conforme o caso, bem como suas consolidações por séries e/ou subclasses, referentes à próxima Data de Pagamento: i. Meta de Amortização de Principal; ii. Meta de Remuneração; iii. Meta de PMT; e iv. Razão de Subordinação Sênior; 8 (…",939590_regulamento_regulamento_939590_2025-04-15.pdf
CREDITO UNIVERSITARIO III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,34.408.539/0001-04,,cotas Subordinadas,evento de cota,,"o pagas; (c) Constituição ou recomposição da Reserva de Despesas e Encargos, conforme disposto neste Regulamento; (d) Constituição ou recomposição da Reserva de Pagamentos, nos termos deste Regulamento; (e) Constituição ou recomposição da Reserva de Alavancagem, nos termos deste Regulamento; (f) Pagamento da Meta de Remuneração das Cotas Seniores, conforme cronogramas constantes nos respectivos Apêndices; (g) Pagame…","ébitos e créditos realizados na Conta do Fundo a alocar os recursos decorrentes da Docusign Envelope ID: 7D88F1E2-4EB5-430E-A6E7-5148D19EE927 Corporativo integralização das Cotas e do recebimento dos Direitos Creditórios Cedidos e dos Ativos Financeiros integrantes da carteira do Fundo, na seguinte ordem (“Regime de Amortização Pro Rata”): (a) Pagamento do preço de aquisição de Direitos Creditórios adquiridos, mas a…",965893_assembleia_assembleia_965893_2025-04-15.pdf
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BV - CRÉDITO DE VEÍCULOS RESPONSABILIDADE LIMITADA,35.868.110/0001-54,,,evento de cota,,"ilidade; e (xiv) monitorar a ocorrência de quaisquer Eventos de Liquidação Antecipada de sua responsabilidade. 6.7. Os serviços de controladoria dos ativos serão também prestados pelo Gestor (nessa função, “Agente de Controladoria”). 6.8. Como pagamento pelos serviços prestados ao Fundo, o Gestor fará jus a uma remuneração a ser deduzida da Taxa de Administração, conforme estabelecida no Contrato de Gestão e no item…","foco de atuação “Financiamento de Veículos”. 3. FORMA DE CONSTITUIÇÃO 3.1. O Fundo é constituído sob a forma de condomínio fechado, de modo que as Cotas de cada série somente poderão ser resgatadas ao término do prazo de duração da respectiva série , ou em virtude de Liquidação Antecipada do Fundo . É admitida a amortização das Cotas, conforme disposto no presente Regulamento ou por decisão da Assembleia Geral de Co…",174945_regulamento_regulamento_174945_2021-04-30.pdf
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BV - CRÉDITO DE VEÍCULOS RESPONSABILIDADE LIMITADA,35.868.110/0001-54,,,evento de cota,,"7.6 do Regulamento para incluir os custos de contratação do Agente Depositário pelo Custodiante para a guarda dos Documentos Comprobatórios relativos à Cédulas de Crédito Bancário emitidas em Meio Físico, sendo que, em função disso, este passa a vigorar com a redação transcrita abaixo: “7.6. Serão ainda acrescidos à remuneração devida ao Custodiante os valores equivalentes a (i) R$ 5.000,00 (cinco mil reais), por mê…","DE VEÍCULOS REALIZADA EM 27 DE MAIO DE 2021 13 3. FORMA DE CONSTITUIÇÃO 3.1. O Fundo é constituído sob a forma de condomínio fechado, de modo que as Cotas de cada série somente poderão ser resgatadas ao término do prazo de duração da respectiva série, ou em virtude de Liquidação Antecipada do Fundo. É admitida a amortização das Cotas, conforme disposto no presente Regulamento ou por decisão da Assembleia Geral de Co…",179879_assembleia_assembleia_179879_2021-05-27.pdf
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BV - CRÉDITO DE VEÍCULOS RESPONSABILIDADE LIMITADA,35.868.110/0001-54,,,evento de cota,"R$150.000,00","de fluxo de caixa dos Direitos Creditórios, considerando apenas fluxos com vencimento até a última data de resgate das Cota s Seniores, deduzidos das suas respectivas despesas de PDD (Provisão para Devedores Duvidosos), calculada nos termos da Política Pública do Administrador, trazidos à valor presente pela taxa de remuneração mensal das Cotas Seniores na data do cálculo, utilizando a Taxa DI mais recente divulgada…","foco de atuação “Financiamento de Veículos”. 3. FORMA DE CONSTITUIÇÃO 3.1. O Fundo é constituído sob a forma de condomínio fechado, de modo que as Cotas de cada série somente poderão ser resgatadas ao término do prazo de duração da respectiva série , ou em virtude de Liquidação Antecipada do Fundo . É admitida a amortização das Cotas, conforme disposto no presente Regulamento ou por decisão da Assembleia Geral de Co…",289716_regulamento_regulamento_289716_2022-04-12.pdf
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BV - CRÉDITO DE VEÍCULOS RESPONSABILIDADE LIMITADA,35.868.110/0001-54,,Cotas Subordinadas Júnior,evento de cota,"R$ 500.000.000,00",,"sforços restritos, no valor de até R$ 500.000.000,00 (quinhentos milhões de reais), nos termos do Regulamento do Fundo e da ICVM 476. 2. seguinte nova redação: 14.3. As Cotas Subordinadas têm as seguintes características, vantagens, direitos e obrigações comuns: 2 (i) subordinam-se às Cotas Seniores para efeito de amortização, resgate e distribuição de rendimentos da carteira do Fundo, observado o disposto neste Reg…",313668_assembleia_assembleia_313668_2022-06-09.pdf
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BV - CRÉDITO DE VEÍCULOS RESPONSABILIDADE LIMITADA,35.868.110/0001-54,,,evento de cota,,"ilidade; e (xiv) monitorar a ocorrência de quaisquer Eventos de Liquidação Antecipada de sua responsabilidade. 6.7. Os serviços de controladoria dos ativos serão também prestados pelo Gestor (nessa função, “Agente de Controladoria”). 6.8. Como pagamento pelos serviços prestados ao Fundo, o Gestor fará jus a uma remuneração a ser deduzida da Taxa de Administração, conforme estabelecida no Contrato de Gestão e no item…","om foco de atuação “Financiamento de Veículos”. 3. FORMA DE CONSTITUIÇÃO 3.1. O Fundo é constituído sob a forma de condomínio fechado, de modo que as Cotas de cada série somente poderão ser resgatadas ao término do prazo de duração da respectiva série, ou em virtude de Liquidação Antecipada do Fundo. É admitida a amortização das Cotas, conforme disposto no presente Regulamento ou por decisão da Assembleia Geral de C…",313669_regulamento_regulamento_313669_2022-06-09.pdf
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BV - CRÉDITO DE VEÍCULOS RESPONSABILIDADE LIMITADA,35.868.110/0001-54,,1ª Série,evento de cota,"R$ 1.000,00","DA MESA: Presidente: João Claudio Del Nero Frizzo; e Secretário: Alan Russo Najman. ORDEM DO DIA: deliberar sobre (I) a prorrogação das Cotas Seniores da 1ª Série, conforme Instrumento Particular de 2ª (Segunda) Alteração do Regulamento do Fundo, datado em 30 de abril de 2021, de modo a alterar (a) as datas de pagamento da remuneração das Cotas Seniores; (b) as datas de pagamento de principal das Cotas Seniores; e (…","ado de início da distribuição das Cotas Seniores objeto do presente Suplemento, ou posteriormente, caso esse período seja estendido, nos termos da Instrução CVM 476/09. Benchmark das Cotas Seniores CDI+1,07% ao ano, a ser calculada na forma do Anexo IV do Regulamento. Período de Carência 18 meses de carência para início da amortização das Cotas Período de Carência Pagamento da Remuneração das Cotas Seniores A remune…",516120_assembleia_assembleia_516120_2023-08-31.pdf
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BV - CRÉDITO DE VEÍCULOS RESPONSABILIDADE LIMITADA,35.868.110/0001-54,,,evento de cota,,"Eventos deAvaliaçãode suaresponsabilidade; e(xiv)monitorar aocorrência dequaisquer Eventos deLiquidaçãoAntecipadade sua responsabilidade.6.7.Osserviçosde controladoria dos ativosserão tambémprestados pelo Gestor(nessa função,Agente de Controladoria6.8.Como pagamento pelos serviços prestados ao Fundo, o Gestor fará jus a umaremuneraçãoa ser deduzida da Taxa deAdministração,conforme estabelecida no ContratodeGestãoe n…","mo fundo deinvestimento em direitoscreditórios,tipocom foco deatuaçãode3.FORMA DECONSTITUIÇÃO3.1.O Fundo é constituído sob a forma de condomínio fechado, de modo que asCotas de cada série somente poderão ser resgatadas ao término do prazo de duração darespectivasérie,ou em virtude deLiquidaçãoAntecipada do Fundo.Éadmitida aamortização das Cotas, conforme disposto no presente Regulamento ou por decisão daAssembleia G…",516121_regulamento_regulamento_516121_2023-08-31.pdf
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BV - CRÉDITO DE VEÍCULOS RESPONSABILIDADE LIMITADA,35.868.110/0001-54,,Cotas Subordinadas no suplemento atualizado da 1ª Emissão de Cotas S,evento de cota,,"nas fluxos com data vencimento de até 3 (três) anos a partir da última data de resgate das Cotas Seniores, ou seja, até 1º de outubro de 2028, deduzidos das suas respectivas despesas de PDD (Provisão para Devedores Duvidosos), calculada nos termos da Política Pública do Administrador, trazidos à valor presente pela taxa de remuneração mensal das Cotas Seniores na data do cálculo, utilizando a Taxa DI mais recente di…",ão do item 14.22 do Regulamento; (4) a inclusão do item 14.23 do Regulamento com a conseguinte renumeração dos demais itens; (5) a alteração do subitem (vii) do item 15.1 do Regulamento; (6) a inclusão do item 15.1.2 do Regulamento; (7) a alteração das definições de no Regulamento; (8) a alteração da disposição referente à Amortização das Cotas Subordinadas no suplemento atualizado da 1ª Emissão de Cotas Subordinada…,537767_assembleia_assembleia_537767_2023-10-09.pdf
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BV - CRÉDITO DE VEÍCULOS RESPONSABILIDADE LIMITADA,35.868.110/0001-54,,,evento de cota,,"ilidade; e (xiv) monitorar a ocorrência de quaisquer Eventos de Liquidação Antecipada de sua responsabilidade. 6.7. Os serviços de controladoria dos ativos serão também prestados pelo Gestor (nessa função, “Agente de Controladoria”). 6.8. Como pagamento pelos serviços prestados ao Fundo, o Gestor fará jus a uma remuneração a ser deduzida da Taxa de Administração, conforme estabelecida no Contrato de Gestão e no item…","om foco de atuação “Financiamento de Veículos”. 3. FORMA DE CONSTITUIÇÃO 3.1. O Fundo é constituído sob a forma de condomínio fechado, de modo que as Cotas de cada série somente poderão ser resgatadas ao término do prazo de duração da respectiva série, ou em virtude de Liquidação Antecipada do Fundo. É admitida a amortização das Cotas, conforme disposto no pre sente Regulamento ou por decisão da Assembleia Geral de…",537768_regulamento_regulamento_537768_2023-10-09.pdf
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BV - CRÉDITO DE VEÍCULOS RESPONSABILIDADE LIMITADA,35.868.110/0001-54,,,evento de cota,,"o Fundo, ressalvada a possibilidade de formalização de garantias em favor do Administrador, da Gestor ou terceiros que representem o Fundo como titular da garantia, que devem diligenciar para segregá- las adequadamente dos seus próprios patrimônios; (ix) emitir Cotas em desacordo com este Regulamento; (x) prometer remuneração predeterminada aos Cotistas; (xi) realizar operações e negociar com ativos financeiros ou m…","iro”, com foco de atuação “Financiamento de Veículos”. 3. FORMA DE CONSTITUIÇÃO 3.1. O Fundo é constituído sob a forma de condomínio fechado, de modo que as Cotas de cada subclasse somente poderão ser resgatadas ao término do prazo de duração da classe, ou em virtude de Liquidação Antecipada do Fundo. É admitida a amortização das Cotas, conforme disposto no presente Regulamento ou por decisão da Assembleia Geral de…",792021_regulamento_regulamento_792021_2024-11-27.pdf
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS BV - CRÉDITO DE VEÍCULOS RESPONSABILIDADE LIMITADA,35.868.110/0001-54,,,emissão,,"respectivos Devedores que esteja m adimplente deseje m renegociar a dívida pendente de pagamento com o Cedente. A recompra de direitos creditórios dava-se pelo valor presente dos direitos creditórios vencidos, calculado com base no preço de cessão, atualizado pro rata temporis, com base na taxa equivalente à taxa da remuneração da s respectivas CCBs em questão, desde a data em que for pago pelo fundo ao Cedente até…","tas) Nota 2025 Patrimônio líquido no início 936.861 Total de 2.040.000 cotas de subclasse sênior a R$ 295,3692 602.553 Total de 1.507.748 cotas de subclasse subordinada a R$ 221,7268 334.308 Resultado pertencente aos detentores de cotas classificadas no patrimônio líquido 136.335 Cotas amortizadas 7. a) (ii) (125.000) Amortização de cotas de subclasse subordinada (125.000) Cotas resgatadas 7. a) (iii) (948.196) Resg…",1068798_emissao_emissao_1068798_2025-10-06.pdf
